sentencePrep,label
"ur ringtone service has changed 25 free credits go to club4mobilescom to choose content now stop txt club stop to 87070 150pwk club4 po box1146 mk45 2wt
",1
"do you know where my lab goggles went
",0
"urgent call 09066350750 from your landline your complimentary 4 ibiza holiday or 10000 cash await collection sae tcs po box 434 sk3 8wp 150 ppm 18
",1
"im home doc gave me pain meds says everything is fine
",0
"yo come over carlos will be here soon
",0
"kkwhy cant you come here and search job
",0
"honey can you pls find out how much they sell predicte in nigeria and how many times can it be used its very important to have a reply before monday
",0
"great hope you are using your connections from mode men also cos you can never know why old friends can lead you to today
",0
"tells u 2 call 09066358152 to claim £5000 prize u have 2 enter all ur mobile  personal details  the prompts careful
",1
"he dint tell anything he is angry on me that why you told to abi
",0
"carlos is taking his sweet time as usual so let me know when you and patty are donewant to smoke and ill tell him to haul ass
",0
"not course only maths one day one chapter with in one month we can finish
",0
"someone has contacted our dating service and entered your phone because they fancy you to find out who it is call from a landline 09111032124  pobox12n146tf150p
",1
"tick tick tick  babe
",0
"im still looking for a car to buy and have not gone 4the driving test yet
",0
"what r u cooking me for dinner
",0
"no management puzzeles
",0
"fyi im taking a quick shower be at epsilon in like  ltgt  min
",0
"allo we have braved the buses and taken on the trains and triumphed i mean we‘re in b‘ham have a jolly good rest of week
",0
"ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online you arrange shipping and you get a cut or u for a partnership where u invest money for shipping and he takes care of the restuwud b self reliant soon dnt worry
",0
"yeah whatever lol
",0
"like a personal sized or what
",0
"he said that he had a right giggle when he saw u again you would possibly be the first person2die from nvq but think how much you could for 
",0
"headin towards busetop
",0
"thinkin about someone is all good no drugs for that
",0
"senthil group company apnt 5pm
",0
"you have 1 new voicemail please call 08719181513
",1
"hi  do u want  to join me with sts later  meeting them at five  call u after class
",0
"i will see in half an hour
",0
"congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm
",1
"i dunno until when lets go learn pilates
",0
"sday only joinedso training we started today
",0
"okie
",0
"if i start sending blackberry torch to nigeria will you find buyer for melike 4a month and tell dad not to buy bb from anyone oh
",0
"lol  have you made plans for new years
",0
"i dont know u and u dont know me send chat to 86688 now and lets find each other only 150pmsg rcvd hgsuite3422landsroww1j6hl ldn 18 years or over
",1
"bored housewives chat n date now 08717507711 btnational rate 10pmin only from landlines
",1
"sir i am waiting for your call once free please call me
",0
"yar i wanted 2 scold u yest but late already i where got zhong se qing you if u ask me b4 he ask me then ill go out w u all lor n u still can act so real
",0
"ok thats great thanx a lot
",0
"hey girl how r u hope u r well me an del r bak again long time no c give me a call sum time from lucyxx
",0
"yeshe is really greatbhaji told kallis best cricketer after sachin in worldvery tough to get out
",0
"did you stitch his trouser
",0
"da is good good playerwhy he is unsold
",0
"once a fishrman woke early in d mrng it was very dark he waited a while amp found a sack ful of stones he strtd throwin thm in2 d sea 2 pass time atlast he had jus 1stone sun rose up amp he found out tht those r nt stones those were diamonds moraldont wake up early in d mrng good night
",0
"dnt worryuse ice pieces in a cloth packalso take 2 tablets
",0
"85233 freeringtonereply real
",1
"heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams
",0
"huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale  
",0
"nokia phone is lovly
",0
"i met you as a stranger and choose you as my friend as long as the world stands our friendship never ends lets be friends forever gud nitz
",0
"eat jap done oso aft ur lect wat ü got lect at 12 rite 
",0
"any pain on urination any thing else
",0
"k dahow many page you want
",0
"sir i need axis bank account no and bank address
",0
"yeah imma come over cause jay wants to do some drugs
",0
"is xy in ur car when u picking me up
",0
"much better now thanks lol
",0
"oh k  i will come tomorrow
",0
"urgent this is our 2nd attempt to contact u your £900 prize from yesterday is still awaiting collection to claim call now 09061702893
",1
"how many times i told in the stage all use to laugh you not listen aha
",0
"nah i dont think he goes to usf he lives around here though
",0
"smile in pleasure smile in pain smile when trouble pours like rain smile when sum1 hurts u smile becoz someone still loves to see u smiling
",0
"i surely dont forgot to comei will always be in touch in with you
",0
"oh wow thats gay will firmware update help
",0
"awesome be there in a minute
",0
"i cant pick the phone right now pls send a message
",0
"are you going to wipro interview today
",0
"for taking part in our mobile survey yesterday you can now have 500 texts 2 use however you wish 2 get txts just send txt to 80160 tc wwwtxt43com 150p
",1
"thanks honey have a great day
",0
"please leave this topicsorry for telling that
",0
"well then you have a great weekend
",0
"dont search love let love find u thats why its called falling in love bcoz u dont force yourself u just fall and u know there is smeone to hold u bslvyl
",0
"uncle boye i need movies oh guide me plus you know torrents are not particularly legal here and the system is slowing down what should i do have a gr8 day plus have you started cos i dont meet you online how was the honey moon
",0
"oh unintentionally not bad timing great fingers  the trains play along will give fifteen min warning
",0
"today am going to college so am not able to atten the class
",0
"wheres mummys boy  is he being good or bad  is he being positive or negative  why is mummy being made to wait hmmmm
",0
"new theory argument wins d situation but loses the person so dont argue with ur friends just    kick them amp say im always correct
",0
"18 days to euro2004 kickoff u will be kept informed of all the latest news and results daily unsubscribe send get euro stop to 83222
",1
"surely result will offer
",0
"looks like u wil b getting a headstart im leaving here bout 230ish but if u r desperate for my company i could head in earlierwe were goin to meet in rummer
",0
"otherwise had part time job natuition
",0
"ill probably be around mu a lot
",0
"arngd marriage is while u r walkin unfortuntly a snake bites u bt love marriage is dancing in frnt of d snake amp sayin bite me bite me
",0
"bishan lar nearer no need buy so early cos if buy now i gotta park my car
",0
"kkim going to tirunelvali this week to see my uncle i already spend the amount by taking dress so only i want moneyi will give it on feb 1
",0
"oh for fucks sake shes in like tallahassee
",0
"yeah do don‘t stand to close tho you‘ll catch something
",0
"i didnt get ur full msgsometext is missing send it again
",0
"had your mobile 10 mths update to latest orange cameravideo phones for free save £s with free textsweekend calls text yes for a callback orno to opt out
",1
"so that means you still think of teju
",0
"hello how r u im bored inever thought id get bored with the tv but i am tell me something exciting has happened there anything 
",0
"oh rite well im with my best mate pete who i went out with 4 a week now were 2geva again its been longer than a week
",0
"how are you its been ages hows abj
",0
"im now but have to wait till 2 for the bus to pick me
",0
"hi happy birthday hi hi hi hi hi hi hi
",0
"yup bathe liao
",0
"oic then better quickly go bathe n settle down
",0
"sorry got a late start were on the way
",0
"hi if ur lookin 4 saucy daytime fun wiv busty married woman am free all next week chat now 2 sort time 09099726429 janinexx calls£1minmobsmorelkpobox177hp51fl
",1
